UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
9186,L56365,297.9,309.1,1442,50.3,24,False,False,False,False,False,False,0,False,True,False
9187,L56366,297.9,309.0,1629,29.0,26,False,False,False,False,False,False,0,False,True,False
9188,L56367,297.9,309.0,1379,47.3,28,False,False,False,False,False,False,0,False,True,False
9189,L56368,297.9,309.0,1502,40.2,30,False,False,False,False,False,False,0,False,True,False
9190,L56369,297.9,309.1,1595,32.0,32,False,False,False,False,False,False,0,False,True,False
9191,M24050,298.0,309.0,1439,38.5,34,False,False,False,False,False,False,0,False,False,True
9192,M24051,297.9,309.0,1970,21.6,37,False,False,False,False,False,False,0,False,False,True
9193,L56372,297.9,309.0,1562,35.8,40,False,False,False,False,False,False,0,False,True,False
9194,M24053,297.9,309.0,1530,40.9,42,False,False,False,False,False,False,0,False,False,True
9195,L56374,297.9,308.9,1393,40.6,45,False,False,False,False,False,False,0,False,True,False
9196,L56375,297.9,309.0,1532,37.6,47,False,False,False,False,False,False,0,False,True,False
9197,L56376,298.0,308.9,1607,37.7,49,False,False,False,False,False,False,0,False,True,False
9198,M24057,297.9,308.8,1469,49.0,51,False,False,False,False,False,False,0,False,False,True
9199,M24058,297.9,308.8,1538,37.6,54,False,False,False,False,False,False,0,False,False,True
9200,L56379,297.9,308.8,1613,31.4,57,False,False,False,False,False,False,0,False,True,False
9201,M24060,297.9,308.8,1602,32.1,59,False,False,False,False,False,False,0,False,False,True
9202,L56381,297.8,308.7,1404,44.2,62,False,False,False,False,False,False,0,False,True,False
9203,L56382,297.8,308.8,1548,36.9,64,False,False,False,False,False,False,0,False,True,False
9204,L56383,297.8,308.8,1559,35.2,66,False,False,False,False,False,False,0,False,True,False
9205,L56384,297.8,308.8,1621,36.1,68,False,False,False,False,False,False,0,False,True,False
9206,L56385,297.8,308.8,1579,32.9,70,False,False,False,False,False,False,0,False,True,False
9207,M24066,297.9,308.9,1547,44.0,72,False,False,False,False,False,False,0,False,False,True
9208,L56387,297.9,308.8,1386,48.6,75,False,False,False,False,False,False,0,False,True,False
9209,L56388,298.0,308.9,1406,40.9,77,False,False,False,False,False,False,0,False,True,False
9210,M24069,298.0,309.0,1393,55.9,79,False,False,False,False,False,False,0,False,False,True
9211,M24070,297.9,309.0,2456,13.9,82,False,False,False,False,False,False,0,False,False,True
9212,M24071,298.0,309.0,1409,49.1,85,False,False,False,False,False,False,0,False,False,True
9213,L56392,298.0,308.9,1390,53.9,88,False,False,False,False,False,False,0,False,True,False
9214,L56393,298.0,309.0,1679,32.4,90,False,False,False,False,False,False,0,False,True,False
9215,L56394,298.0,308.9,1508,37.1,92,False,False,False,False,False,False,0,False,True,False
9216,L56395,297.9,308.8,1681,31.7,94,False,False,False,False,False,False,0,False,True,False
9217,H38630,297.7,308.8,1469,43.7,96,False,False,False,False,False,False,0,True,False,False
9218,L56397,297.8,308.8,1421,49.6,101,False,False,False,False,False,False,0,False,True,False
9219,L56398,297.7,308.8,1354,50.2,103,False,False,False,False,False,False,0,False,True,False
9220,M24079,297.7,308.8,1350,57.0,105,False,False,False,False,False,False,0,False,False,True
9221,L56400,297.8,308.9,1282,58.1,108,False,False,False,False,False,False,0,False,True,False
9222,M24081,297.8,309.0,1675,30.0,110,False,False,False,False,False,False,0,False,False,True
9223,M24082,297.9,309.0,1525,38.5,113,False,False,False,False,False,False,0,False,False,True
9224,L56403,297.9,309.0,1382,43.9,116,False,False,False,False,False,False,0,False,True,False
9225,L56404,297.9,309.0,1450,46.8,118,False,False,False,False,False,False,0,False,True,False
9226,L56405,298.0,309.1,1820,23.6,120,False,False,False,False,False,False,0,False,True,False
9227,L56406,298.0,309.1,1822,23.5,122,False,False,False,False,False,False,0,False,True,False
9228,L56407,298.0,309.1,1473,44.3,124,False,False,False,False,False,False,0,False,True,False
9229,M24088,298.1,309.1,1572,37.5,126,False,False,False,False,False,False,0,False,False,True
9230,M24089,298.1,309.0,2042,17.8,129,False,False,False,False,False,False,0,False,False,True
9231,L56410,298.2,309.2,1922,22.6,132,False,False,False,False,False,False,0,False,True,False
9232,L56411,298.2,309.1,1539,36.5,134,False,False,False,False,False,False,0,False,True,False
9233,L56412,298.2,309.1,1350,52.0,136,False,False,False,False,False,False,0,False,True,False
9234,L56413,298.3,309.1,1403,45.1,138,False,False,False,False,False,False,0,False,True,False
9235,L56414,298.3,309.1,1904,20.3,140,False,False,False,False,False,False,0,False,True,False
9236,M24095,298.2,308.9,1592,35.2,142,False,False,False,False,False,False,0,False,False,True
9237,L56416,298.1,308.7,1556,31.6,145,False,False,False,False,False,False,0,False,True,False
9238,M24097,298.1,308.8,1811,25.4,147,False,False,False,False,False,False,0,False,False,True
9239,M24098,298.2,308.8,1456,41.2,150,False,False,False,False,False,False,0,False,False,True
9240,H38653,298.2,308.8,1436,51.9,153,False,False,False,False,False,False,0,True,False,False
9241,M24100,298.1,308.7,1362,49.6,158,False,False,False,False,False,False,0,False,False,True
9242,L56421,298.1,308.7,1683,29.1,161,False,False,False,False,False,False,0,False,True,False
9243,M24102,298.2,308.7,1269,60.9,163,False,False,False,False,False,False,0,False,False,True
9244,L56423,298.3,308.8,1454,49.0,166,False,False,False,False,False,False,0,False,True,False
9245,L56424,298.3,308.8,1767,27.3,168,False,False,False,False,False,False,0,False,True,False
9246,L56425,298.3,308.9,1708,27.3,170,False,False,False,False,False,False,0,False,True,False
9247,L56426,298.3,308.9,1862,27.0,172,False,False,False,False,False,False,0,False,True,False
9248,L56427,298.3,308.9,1695,30.7,174,False,False,False,False,False,False,0,False,True,False
9249,M24108,298.3,309.1,1488,40.6,176,False,False,False,False,False,False,0,False,False,True
9250,L56429,298.3,309.0,1657,32.2,179,False,False,False,False,False,False,0,False,True,False
9251,H38664,298.3,309.0,1823,25.9,181,False,False,False,False,False,False,0,True,False,False
9252,M24111,298.2,309.1,1651,28.8,186,False,False,False,False,False,False,0,False,False,True
9253,M24112,298.1,309.0,1533,36.1,189,False,False,False,False,False,False,0,False,False,True
9254,M24113,298.2,309.0,1508,40.5,192,False,False,False,False,False,False,0,False,False,True
9255,L56434,298.3,309.1,1616,31.1,195,False,False,False,False,False,False,0,False,True,False
9256,L56435,298.2,309.0,1651,31.5,197,False,False,False,False,False,False,0,False,True,False
9257,L56436,298.2,309.1,1569,35.2,199,False,False,False,False,False,False,0,False,True,False
9258,M24117,298.3,309.1,1296,58.7,201,False,False,False,False,False,False,0,False,False,True
9259,H38672,298.3,309.0,1379,43.2,0,False,False,False,False,False,False,0,True,False,False
9260,M24119,298.2,309.0,1694,28.0,5,False,False,False,False,False,False,0,False,False,True
9261,L56440,298.2,309.0,1377,57.8,8,False,False,False,False,False,False,0,False,True,False
9262,H38675,298.3,309.0,1470,38.4,10,False,False,False,False,False,False,0,True,False,False
9263,M24122,298.3,309.1,1404,47.0,15,False,False,False,False,False,False,0,False,False,True
9264,L56443,298.3,309.1,1593,40.1,18,False,False,False,False,False,False,0,False,True,False
9265,M24124,298.3,309.0,1526,36.9,20,False,False,False,False,False,False,0,False,False,True
9266,M24125,298.3,308.9,1390,49.7,23,False,False,False,False,False,False,0,False,False,True
9267,L56446,298.2,308.9,1737,25.5,26,False,False,False,False,False,False,0,False,True,False
9268,L56447,298.2,308.8,1362,57.3,28,False,False,False,False,False,False,0,False,True,False
9269,L56448,298.2,308.8,1666,31.5,30,False,False,False,False,False,False,0,False,True,False
9270,L56449,298.2,308.8,1354,60.9,32,False,False,False,False,False,False,0,False,True,False
9271,L56450,298.2,308.8,1302,60.4,34,False,False,False,False,False,False,0,False,True,False
9272,L56451,298.2,308.7,1991,20.5,36,False,False,False,False,False,False,0,False,True,False
9273,L56452,298.2,308.6,1353,54.1,38,False,False,False,False,False,False,0,False,True,False
9274,H38687,298.2,308.7,1520,35.7,40,False,False,False,False,False,False,0,True,False,False
9275,L56454,298.2,308.7,1428,54.9,45,False,False,False,False,False,False,0,False,True,False
9276,L56455,298.2,308.7,1605,29.4,47,False,False,False,False,False,False,0,False,True,False
9277,L56456,298.1,308.7,1691,30.3,49,False,False,False,False,False,False,0,False,True,False
9278,L56457,298.2,308.7,1447,48.4,51,False,False,False,False,False,False,0,False,True,False
9279,H38692,298.2,308.8,1606,39.9,53,False,False,False,False,False,False,0,True,False,False
9280,M24139,298.2,308.8,1645,28.2,58,False,False,False,False,False,False,0,False,False,True
9281,H38694,298.2,308.8,1470,43.3,61,False,False,False,False,False,False,0,True,False,False
9282,L56461,298.2,308.9,1336,45.0,66,False,False,False,False,False,False,0,False,True,False
9283,M24142,298.2,308.9,1414,44.3,68,False,False,False,False,False,False,0,False,False,True
9284,M24143,298.3,309.0,1802,27.5,71,False,False,False,False,False,False,0,False,False,True
9285,L56464,298.2,308.9,1683,31.7,74,False,False,False,False,False,False,0,False,True,False
9286,M24145,298.2,309.0,1410,47.6,76,False,False,False,False,False,False,0,False,False,True
9287,L56466,298.2,308.9,1605,32.0,79,False,False,False,False,False,False,0,False,True,False
9288,L56467,298.2,308.9,1709,28.1,81,False,False,False,False,False,False,0,False,True,False
9289,L56468,298.2,308.9,1444,53.1,83,False,False,False,False,False,False,0,False,True,False
9290,L56469,298.2,308.9,1367,45.0,85,False,False,False,False,False,False,0,False,True,False
9291,L56470,298.2,309.0,1418,44.2,87,False,False,False,False,False,False,0,False,True,False
9292,L56471,298.2,309.0,1353,57.8,89,False,False,False,False,False,False,0,False,True,False
9293,L56472,298.2,309.0,1643,34.1,91,False,False,False,False,False,False,0,False,True,False
9294,L56473,298.3,309.1,1437,38.0,93,False,False,False,False,False,False,0,False,True,False
9295,L56474,298.1,309.0,1437,36.2,95,False,False,False,False,False,False,0,False,True,False
9296,M24155,298.2,309.0,1413,47.9,97,False,False,False,False,False,False,0,False,False,True
9297,H38710,298.2,309.0,1524,39.1,100,False,False,False,False,False,False,0,True,False,False
9298,M24157,298.1,308.9,1479,43.4,105,False,False,False,False,False,False,0,False,False,True
9299,L56478,298.1,308.9,1313,50.6,108,False,False,False,False,False,False,0,False,True,False
9300,M24159,298.1,308.9,1335,50.4,110,False,False,False,False,False,False,0,False,False,True
9301,L56480,298.1,308.9,1367,41.9,113,False,False,False,False,False,False,0,False,True,False
9302,M24161,298.1,308.9,1459,50.3,115,False,False,False,False,False,False,0,False,False,True
9303,M24162,298.1,308.9,1804,25.1,118,False,False,False,False,False,False,0,False,False,True
9304,L56483,298.2,309.0,1491,38.3,121,False,False,False,False,False,False,0,False,True,False
9305,L56484,298.3,309.1,1537,43.0,123,False,False,False,False,False,False,0,False,True,False
9306,H38719,298.3,309.1,1646,30.2,125,False,False,False,False,False,False,0,True,False,False
9307,M24166,298.3,309.2,1783,28.3,130,False,False,False,False,False,False,0,False,False,True
9308,L56487,298.3,309.1,1395,49.8,133,False,False,False,False,False,False,0,False,True,False
9309,L56488,298.4,309.1,1423,48.0,135,False,False,False,False,False,False,0,False,True,False
9310,L56489,298.3,309.2,1562,37.6,137,False,False,False,False,False,False,0,False,True,False
9311,L56490,298.4,309.3,1549,40.8,139,False,False,False,False,False,False,0,False,True,False
9312,L56491,298.4,309.4,1540,43.2,141,False,False,False,False,False,False,0,False,True,False
9313,H38726,298.5,309.4,1573,33.6,143,False,False,False,False,False,False,0,True,False,False
9314,L56493,298.5,309.4,1418,45.1,148,False,False,False,False,False,False,0,False,True,False
9315,M24174,298.5,309.4,1565,33.7,150,False,False,False,False,False,False,0,False,False,True
9316,L56495,298.5,309.5,1569,41.0,153,False,False,False,False,False,False,0,False,True,False
9317,H38730,298.5,309.4,1417,41.2,155,False,False,False,False,False,False,0,True,False,False
9318,L56497,298.5,309.5,1480,38.1,160,False,False,False,False,False,False,0,False,True,False
9319,L56498,298.5,309.4,1364,44.5,162,False,False,False,False,False,False,0,False,True,False
9320,L56499,298.5,309.4,1911,21.5,164,False,False,False,False,False,False,0,False,True,False
9321,L56500,298.4,309.3,1409,43.1,166,False,False,False,False,False,False,0,False,True,False
9322,L56501,298.4,309.2,1335,53.5,168,False,False,False,False,False,False,0,False,True,False
9323,M24182,298.5,309.3,1512,38.1,170,False,False,False,False,False,False,0,False,False,True
9324,L56503,298.6,309.4,1447,40.2,173,False,False,False,False,False,False,0,False,True,False
9325,L56504,298.6,309.3,1537,37.6,175,False,False,False,False,False,False,0,False,True,False
9326,M24185,298.6,309.3,1510,40.8,177,False,False,False,False,False,False,0,False,False,True
9327,L56506,298.6,309.3,1677,31.2,180,False,False,False,False,False,False,0,False,True,False
9328,L56507,298.5,309.2,1504,33.7,182,False,False,False,False,False,False,0,False,True,False
9329,H38742,298.5,309.1,2051,19.0,184,False,False,False,False,False,False,0,True,False,False
9330,L56509,298.5,309.1,1474,41.3,189,False,False,False,False,False,False,0,False,True,False
9331,M24190,298.4,309.0,1507,36.1,191,False,False,False,False,False,False,0,False,False,True
9332,L56511,298.4,308.9,1496,37.9,194,False,False,False,False,False,False,0,False,True,False
9333,M24192,298.5,309.0,1921,22.0,196,False,False,False,False,False,False,0,False,False,True
9334,L56513,298.5,309.0,1450,40.5,199,False,False,False,False,False,False,0,False,True,False
9335,L56514,298.4,308.9,1402,44.8,201,False,False,False,False,False,False,0,False,True,False
9336,L56515,298.4,308.9,1501,50.0,203,False,False,False,False,False,False,0,False,True,False
9337,L56516,298.5,308.9,1725,31.9,205,False,False,False,False,False,False,0,False,True,False
9338,H38751,298.5,308.9,1500,40.3,207,False,False,False,False,False,False,0,True,False,False
9339,H38752,298.5,309.0,1531,30.8,212,False,False,False,False,False,False,0,True,False,False
9340,L56519,298.5,309.0,1458,44.8,217,False,False,False,False,False,False,0,False,True,False
9341,H38754,298.4,308.9,1577,37.1,0,False,False,False,False,False,False,0,True,False,False
9342,M24201,298.3,308.9,1363,46.1,5,False,False,False,False,False,False,0,False,False,True
9343,H38756,298.3,308.9,1706,31.8,8,False,False,False,False,False,False,0,True,False,False
9344,M24203,298.3,308.8,1391,50.4,13,False,False,False,False,False,False,0,False,False,True
9345,L56524,298.2,308.8,1616,33.7,16,False,False,False,False,False,False,0,False,True,False
9346,L56525,298.2,308.8,1442,47.0,18,False,False,False,False,False,False,0,False,True,False
9347,M24206,298.2,308.8,1626,40.4,20,False,False,False,False,False,False,0,False,False,True
9348,M24207,298.2,308.7,1426,42.6,23,False,False,False,False,False,False,0,False,False,True
9349,L56528,298.2,308.7,1436,49.1,26,False,False,False,False,False,False,0,False,True,False
9350,M24209,298.2,308.7,1599,36.2,28,False,False,False,False,False,False,0,False,False,True
9351,L56530,298.2,308.7,2186,17.8,31,False,False,False,False,False,False,0,False,True,False
