UDI,Product ID,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
7831,H37244,1495,35.8,175,False,False,False,False,False,False,0,True,False,False
7832,M22691,1533,42.6,180,False,False,False,False,False,False,0,False,False,True
7833,L55012,1484,37.0,183,False,False,False,False,False,False,0,False,True,False
7834,L55013,1604,38.7,185,False,False,False,False,False,False,0,False,True,False
7835,L55014,1483,45.6,187,False,False,False,False,False,False,0,False,True,False
7836,L55015,1549,34.7,189,False,False,False,False,False,False,0,False,True,False
7837,L55016,1604,35.0,191,False,False,False,False,False,False,0,False,True,False
7838,L55017,1685,31.0,193,False,False,False,False,False,False,0,False,True,False
7839,L55018,1372,49.2,195,False,False,False,False,False,False,0,False,True,False
7840,L55019,1374,47.4,197,False,False,False,False,False,False,0,False,True,False
7841,L55020,1606,31.0,199,False,False,False,False,False,False,0,False,True,False
7842,L55021,1471,47.2,201,False,False,False,False,False,False,0,False,True,False
7843,L55022,1659,31.1,203,False,False,False,False,False,False,0,False,True,False
7844,M22703,1400,48.5,205,False,False,False,False,False,False,0,False,False,True
7845,L55024,1503,42.6,208,False,False,False,False,False,False,0,False,True,False
7846,L55025,1798,23.2,210,False,False,False,False,False,False,0,False,True,False
7847,M22706,1608,35.0,212,False,False,False,False,False,False,0,False,False,True
7848,L55027,1322,50.9,215,False,False,False,False,False,False,0,False,True,False
7849,H37262,1547,37.7,217,False,False,False,False,False,False,0,True,False,False
7851,M22710,1447,36.8,0,False,False,False,False,False,False,0,False,False,True
7852,L55031,1373,47.2,3,False,False,False,False,False,False,0,False,True,False
7853,L55032,1515,37.5,5,False,False,False,False,False,False,0,False,True,False
7854,L55033,1317,56.5,7,False,False,False,False,False,False,0,False,True,False
7855,L55034,1551,37.2,9,False,False,False,False,False,False,0,False,True,False
7856,M22715,1592,32.1,11,False,False,False,False,False,False,0,False,False,True
7857,L55036,1433,42.2,14,False,False,False,False,False,False,0,False,True,False
7858,L55037,1432,43.1,16,False,False,False,False,False,False,0,False,True,False
7859,L55038,1350,51.7,18,False,False,False,False,False,False,0,False,True,False
7860,M22719,1370,44.8,20,False,False,False,False,False,False,0,False,False,True
7861,L55040,1415,44.6,23,False,False,False,False,False,False,0,False,True,False
7862,L55041,1498,42.9,25,False,False,False,False,False,False,0,False,True,False
7863,M22722,1382,54.1,27,False,False,False,False,False,False,0,False,False,True
7864,M22723,1511,44.5,30,False,False,False,False,False,False,0,False,False,True
7865,L55044,1330,59.5,33,False,False,False,False,False,False,0,False,True,False
7866,L55045,1383,50.5,35,False,False,False,False,False,False,0,False,True,False
7867,L55046,1431,49.4,37,False,False,False,False,False,False,0,False,True,False
7868,L55047,1461,38.1,39,False,False,False,False,False,False,0,False,True,False
7870,M22729,1779,27.7,46,False,False,False,False,False,False,0,False,False,True
7871,M22730,1293,52.3,49,False,False,False,False,False,False,0,False,False,True
7872,L55051,1308,54.7,52,False,False,False,False,False,False,0,False,True,False
7873,L55052,1532,37.2,54,False,False,False,False,False,False,0,False,True,False
7874,L55053,1470,38.6,56,False,False,False,False,False,False,0,False,True,False
7875,L55054,1548,37.9,58,False,False,False,False,False,False,0,False,True,False
7876,L55055,1898,24.0,60,False,False,False,False,False,False,0,False,True,False
7877,H37290,1335,49.0,62,False,False,False,False,False,False,0,True,False,False
7878,L55057,1420,53.8,67,False,False,False,False,False,False,0,False,True,False
7879,L55058,1418,49.0,69,False,False,False,False,False,False,0,False,True,False
7880,M22739,1535,40.3,71,False,False,False,False,False,False,0,False,False,True
7881,H37294,1457,47.2,74,False,False,False,False,False,False,0,True,False,False
7882,L55061,1493,39.1,79,False,False,False,False,False,False,0,False,True,False
7883,H37296,1670,27.3,81,False,False,False,False,False,False,0,True,False,False
7884,H37297,1446,45.4,86,False,False,False,False,False,False,0,True,False,False
7886,L55065,1590,36.3,93,False,False,False,False,False,False,0,False,True,False
7887,M22746,2174,18.5,95,False,False,False,False,False,False,0,False,False,True
7888,L55067,1590,37.9,98,False,False,False,False,False,False,0,False,True,False
7889,L55068,1577,33.2,100,False,False,False,False,False,False,0,False,True,False
7890,M22749,1371,61.7,102,False,False,False,False,False,False,0,False,False,True
7891,L55070,1767,25.6,105,False,False,False,False,False,False,0,False,True,False
7892,L55071,1517,39.2,107,False,False,False,False,False,False,0,False,True,False
7893,M22752,1555,40.6,109,False,False,False,False,False,False,0,False,False,True
7894,L55073,1416,43.8,112,False,False,False,False,False,False,0,False,True,False
7895,M22754,1588,35.6,114,False,False,False,False,False,False,0,False,False,True
7896,L55075,1422,50.0,117,False,False,False,False,False,False,0,False,True,False
7897,L55076,1376,53.6,119,False,False,False,False,False,False,0,False,True,False
7898,L55077,1434,50.7,121,False,False,False,False,False,False,0,False,True,False
7899,L55078,1423,47.3,123,False,False,False,False,False,False,0,False,True,False
7900,L55079,1364,52.5,125,False,False,False,False,False,False,0,False,True,False
7901,L55080,1825,23.8,127,False,False,False,False,False,False,0,False,True,False
7902,L55081,1365,44.5,129,False,False,False,False,False,False,0,False,True,False
7903,M22762,1430,47.2,131,False,False,False,False,False,False,0,False,False,True
7904,L55083,1435,44.8,134,False,False,False,False,False,False,0,False,True,False
7905,M22764,1811,25.1,136,False,False,False,False,False,False,0,False,False,True
7906,M22765,1465,43.7,139,False,False,False,False,False,False,0,False,False,True
7907,L55086,1372,51.0,142,False,False,False,False,False,False,0,False,True,False
7908,L55087,1858,26.3,144,False,False,False,False,False,False,0,False,True,False
7909,L55088,1715,26.8,146,False,False,False,False,False,False,0,False,True,False
7910,L55089,1590,38.5,148,False,False,False,False,False,False,0,False,True,False
7911,M22770,1664,25.7,150,False,False,False,False,False,False,0,False,False,True
7912,L55091,1512,36.9,153,False,False,False,False,False,False,0,False,True,False
7913,L55092,1498,44.0,155,False,False,False,False,False,False,0,False,True,False
7914,L55093,1395,41.9,157,False,False,False,False,False,False,0,False,True,False
7915,H37328,1490,43.1,159,False,False,False,False,False,False,0,True,False,False
7916,H37329,1527,35.1,164,False,False,False,False,False,False,0,True,False,False
7917,L55096,1512,37.1,169,False,False,False,False,False,False,0,False,True,False
7918,L55097,1474,42.4,171,False,False,False,False,False,False,0,False,True,False
7919,L55098,1505,41.3,173,False,False,False,False,False,False,0,False,True,False
7920,L55099,1496,40.0,175,False,False,False,False,False,False,0,False,True,False
7921,L55100,1382,49.3,177,False,False,False,False,False,False,0,False,True,False
7922,L55101,1419,47.7,179,False,False,False,False,False,False,0,False,True,False
7923,L55102,1462,39.7,181,False,False,False,False,False,False,0,False,True,False
7924,M22783,1450,45.0,183,False,False,False,False,False,False,0,False,False,True
7925,H37338,1389,46.5,186,False,False,False,False,False,False,0,True,False,False
7926,M22785,1697,28.2,191,False,False,False,False,False,False,0,False,False,True
7928,L55107,1476,42.0,196,False,False,False,False,False,False,0,False,True,False
7929,L55108,1497,43.6,198,False,False,False,False,False,False,0,False,True,False
7930,M22789,1669,29.2,200,False,False,False,False,False,False,0,False,False,True
7931,L55110,1455,48.0,203,False,False,False,False,False,False,0,False,True,False
7932,L55111,1499,38.4,205,False,False,False,False,False,False,0,False,True,False
7933,L55112,1478,41.9,207,False,False,False,False,False,False,0,False,True,False
7934,L55113,1928,21.8,209,False,False,False,False,False,False,0,False,True,False
7935,M22794,1621,28.3,211,False,False,False,False,False,False,0,False,False,True
7936,M22795,1356,44.3,214,False,False,False,False,False,False,0,False,False,True
7937,L55116,1490,46.4,217,False,False,False,False,False,False,0,False,True,False
7938,L55117,1578,31.4,219,False,False,False,False,False,False,0,False,True,False
7939,L55118,1681,31.3,221,False,False,False,False,False,False,0,False,True,False
7940,L55119,1417,43.4,223,False,False,False,False,False,False,0,False,True,False
7941,M22800,1532,40.0,0,False,False,False,False,False,False,0,False,False,True
7942,M22801,1499,38.9,3,False,False,False,False,False,False,0,False,False,True
7943,L55122,1432,45.8,6,False,False,False,False,False,False,0,False,True,False
7944,L55123,1753,29.0,8,False,False,False,False,False,False,0,False,True,False
7945,L55124,1414,49.0,10,False,False,False,False,False,False,0,False,True,False
7946,L55125,1655,32.2,12,False,False,False,False,False,False,0,False,True,False
7947,L55126,1516,35.6,14,False,False,False,False,False,False,0,False,True,False
7948,L55127,1426,45.5,16,False,False,False,False,False,False,0,False,True,False
7949,L55128,1479,39.4,18,False,False,False,False,False,False,0,False,True,False
7950,M22809,1569,36.4,20,False,False,False,False,False,False,0,False,False,True
7951,L55130,1568,36.0,23,False,False,False,False,False,False,0,False,True,False
7952,M22811,1843,24.5,25,False,False,False,False,False,False,0,False,False,True
7953,M22812,1480,40.9,28,False,False,False,False,False,False,0,False,False,True
7954,L55133,1447,36.8,31,False,False,False,False,False,False,0,False,True,False
7955,L55134,1454,41.9,33,False,False,False,False,False,False,0,False,True,False
7956,M22815,1310,56.1,35,False,False,False,False,False,False,0,False,False,True
7957,H37370,1513,38.0,38,False,False,False,False,False,False,0,True,False,False
7958,H37371,2140,16.5,43,False,False,False,False,False,False,0,True,False,False
7959,L55138,1377,49.9,48,False,False,False,False,False,False,0,False,True,False
7960,L55139,1585,32.3,50,False,False,False,False,False,False,0,False,True,False
7961,H37374,1491,42.6,52,False,False,False,False,False,False,0,True,False,False
7962,L55141,1264,59.0,57,False,False,False,False,False,False,0,False,True,False
7963,L55142,1372,47.0,59,False,False,False,False,False,False,0,False,True,False
7964,L55143,1510,39.9,61,False,False,False,False,False,False,0,False,True,False
7965,L55144,1423,40.2,63,False,False,False,False,False,False,0,False,True,False
7966,L55145,1464,35.3,65,False,False,False,False,False,False,0,False,True,False
7967,L55146,1602,35.9,67,False,False,False,False,False,False,0,False,True,False
7968,M22827,1629,32.6,69,False,False,False,False,False,False,0,False,False,True
7969,L55148,1811,23.2,72,False,False,False,False,False,False,0,False,True,False
7970,L55149,1711,28.8,74,False,False,False,False,False,False,0,False,True,False
7971,M22830,1297,48.6,76,False,False,False,False,False,False,0,False,False,True
7972,L55151,1405,46.1,79,False,False,False,False,False,False,0,False,True,False
7973,L55152,1397,54.9,81,False,False,False,False,False,False,0,False,True,False
7974,L55153,1682,29.7,83,False,False,False,False,False,False,0,False,True,False
7975,L55154,1528,38.4,85,False,False,False,False,False,False,0,False,True,False
7976,M22835,1548,38.3,87,False,False,False,False,False,False,0,False,False,True
7977,H37390,1395,47.8,90,False,False,False,False,False,False,0,True,False,False
7978,L55157,1378,59.0,95,False,False,False,False,False,False,0,False,True,False
7979,L55158,1480,53.5,97,False,False,False,False,False,False,0,False,True,False
7980,M22839,1428,36.6,99,False,False,False,False,False,False,0,False,False,True
7981,M22840,1505,39.6,102,False,False,False,False,False,False,0,False,False,True
7982,L55161,1445,36.4,105,False,False,False,False,False,False,0,False,True,False
7983,L55162,1488,42.6,107,False,False,False,False,False,False,0,False,True,False
7984,L55163,1601,33.0,109,False,False,False,False,False,False,0,False,True,False
7985,L55164,1550,34.9,111,False,False,False,False,False,False,0,False,True,False
7986,L55165,1540,34.1,113,False,False,False,False,False,False,0,False,True,False
7987,L55166,1587,34.5,115,False,False,False,False,False,False,0,False,True,False
7988,H37401,1489,40.3,117,False,False,False,False,False,False,0,True,False,False
7989,L55168,1486,34.9,122,False,False,False,False,False,False,0,False,True,False
7990,L55169,1430,37.9,124,False,False,False,False,False,False,0,False,True,False
7991,M22850,1809,25.1,126,False,False,False,False,False,False,0,False,False,True
7992,L55171,1534,39.0,129,False,False,False,False,False,False,0,False,True,False
7993,M22852,1852,25.9,131,False,False,False,False,False,False,0,False,False,True
7994,L55173,1595,31.9,134,False,False,False,False,False,False,0,False,True,False
7995,L55174,1424,43.5,136,False,False,False,False,False,False,0,False,True,False
7996,L55175,1776,28.8,138,False,False,False,False,False,False,0,False,True,False
7997,M22856,1499,41.5,140,False,False,False,False,False,False,0,False,False,True
7999,L55178,1359,51.7,146,False,False,False,False,False,False,0,False,True,False
8000,M22859,1617,31.0,148,False,False,False,False,False,False,0,False,False,True
8001,M22860,1443,53.3,151,False,False,False,False,False,False,0,False,False,True
8002,L55181,1374,50.2,154,False,False,False,False,False,False,0,False,True,False
8003,M22862,1851,23.0,156,False,False,False,False,False,False,0,False,False,True
8004,M22863,1274,67.3,159,False,False,False,False,False,False,0,False,False,True
8005,L55184,1533,44.0,162,False,False,False,False,False,False,0,False,True,False
8006,L55185,1477,37.3,164,False,False,False,False,False,False,0,False,True,False
8007,L55186,1462,46.0,166,False,False,False,False,False,False,0,False,True,False
8008,M22867,1664,28.4,168,False,False,False,False,False,False,0,False,False,True
8009,L55188,1414,41.1,171,False,False,False,False,False,False,0,False,True,False
